Date,average_price,total_volume_sold,small,medium,large,type
2018-03-11,1.18,546435.55,151094.92,271726.6,862.4,conventional
2018-03-04,1.18,559943.98,181586.15,241036.31,1031.75,conventional
2018-02-25,0.99,589559.59,199926,308881.68,1158.23,conventional
2018-02-18,1.19,530247.15,131656.46,330556.13,700.57,conventional
2018-02-11,1.07,554598.15,193066.47,282308.93,1180.54,conventional
2018-02-04,0.86,862337.1,262795.28,518775.3,1051.29,conventional
2018-01-28,1.32,468915.38,158788.12,233834.71,1129.27,conventional
2018-01-21,1.15,591211.37,160917.18,362263.89,1136.97,conventional
2018-01-14,1.31,504269.23,144109.69,299605.5,1249.15,conventional
2018-01-07,1.35,465108.34,159862.75,247999,1045.98,conventional
2018-03-25,1.1,488321.93,140383.72,156203,13940.11,conventional
2018-03-18,0.92,643491.07,159346.7,256098.92,13404.8,conventional
2018-03-11,1.14,512155.1,165801.09,124279.19,16482.97,conventional
2018-03-04,1.24,459124.87,144401.02,122241.79,18028.76,conventional
2018-02-25,1.07,538360.91,175663.85,163499.41,15737.33,conventional
2018-02-18,1.23,447962.28,152250.41,119244.74,18614.87,conventional
2018-02-11,0.93,558926.47,222366.32,136214.59,16577.9,conventional
2018-02-04,0.88,858101.65,311038.84,318396.18,23719.23,conventional
2018-01-28,1.07,566134.81,168171.75,256042.84,16669.82,conventional
2018-01-21,1.26,460708.82,192219.39,122174.21,17624.92,conventional
2018-01-14,1.41,439652.12,160896.99,136499.29,21680.72,conventional
2018-01-07,1.18,464720.86,192510.16,118483.12,19625.38,conventional
2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,conventional
2018-03-18,1.38,777300.99,215279.75,435108.21,2698.44,conventional
2018-03-11,1.29,904333.98,270255.15,434279.15,2517.79,conventional
2018-03-04,1.16,1051308.5,386100.25,426277.63,2512.69,conventional
2018-02-25,1.17,984000.13,383689.73,431346.38,2127.86,conventional
2018-02-18,1.06,1149074.92,193705.48,835774.38,2425.38,conventional
2018-02-11,1.32,823086.86,267695.96,405148.34,3199.77,conventional
2018-02-04,0.84,1706251.05,459981.14,1113987.54,2886.78,conventional
2018-01-28,1.38,821352.05,246496.88,418612.3,2588.33,conventional
2018-01-21,1.01,1301932.95,259497.05,919666.37,2578.69,conventional
2018-01-14,1.21,1117376.99,193892.28,785766.05,2860.37,conventional
2018-01-07,1.46,818086.25,209267.23,466935.74,2525.01,conventional
2018-03-25,1.4,524265.69,103573.88,149867.07,998.53,conventional
2018-03-18,1.21,685505.57,91648.17,191972.39,1244.44,conventional
2018-03-11,1.42,514742.18,96728.68,134993.6,920.6,conventional
2018-03-04,1.43,456320.3,93608.78,135422.61,571.39,conventional
2018-02-25,1.22,636462.47,86796.33,173328.81,710.13,conventional
2018-02-18,1.46,468075.23,92450.89,135317,639.03,conventional
2018-02-11,1.4,468936.03,98161.81,129399.46,631.78,conventional
2018-02-04,1.04,909127.6,189717.79,289707.88,853.2,conventional
2018-01-28,1.34,548587.07,125676.32,178484.53,599.03,conventional
2018-01-21,1.31,600669.78,125236.3,202783.51,754.76,conventional
2018-01-14,1.26,709903.13,109322.06,214002.35,1034.16,conventional
2018-01-07,1.43,474305.15,116665.02,133127.64,1132.42,conventional
2018-03-25,1.19,450658.34,205952.19,73267.19,4313.11,conventional
2018-03-18,1.06,542846.79,230046.31,78736.72,3687.24,conventional
2018-03-11,1.13,482065.76,217013.42,79944.64,4374.67,conventional
2018-03-04,1.16,457398.25,213096.65,71897.89,3953.91,conventional
2018-02-25,1.25,405689.01,178666.56,70216.92,3960.77,conventional
2018-02-18,1.2,396970.44,173173.18,65055.84,3355.35,conventional
2018-02-11,1.05,452805.55,213633.63,65654.71,3577.01,conventional
2018-02-04,0.96,678235.27,304189.26,97949.8,4065.74,conventional
2018-01-28,1.22,435490.6,209197.71,72212.81,3511.52,conventional
2018-01-21,1.1,506254.11,234534.94,77898.32,3486.87,conventional
2018-01-14,1.24,423919.68,190128.64,82399.03,3424.35,conventional
2018-01-07,1.19,402919.29,201490.47,64214.46,3089.49,conventional
2018-03-25,0.7,9010588.32,3999735.71,966589.5,30130.82,conventional
2018-03-18,0.86,6579144.13,3289390.32,1115203.69,28384.4,conventional
2018-03-11,0.89,6621293.03,3309218.1,926223.64,28752.6,conventional
2018-03-04,0.79,7399716.74,3596162.29,1104894.9,30623.35,conventional
2018-02-25,0.76,7648478.57,3888705.13,989820.91,28149.02,conventional
2018-02-18,0.78,7057862,3904868.07,1066061.08,25700.92,conventional
2018-02-11,0.7,8043965.41,3886584.49,917502.14,24745.18,conventional
2018-02-04,0.65,10323174.59,4772921.95,1623613.82,38521.35,conventional
2018-01-28,0.82,7110840.99,3754423.75,780891.92,46906.91,conventional
2018-01-21,0.86,7128446.75,3429393.15,931790.87,36818.11,conventional
2018-01-14,0.96,6514441.7,3135720.11,1470455.24,34008.03,conventional
2018-01-07,0.9,6148732.19,3191091.1,1064902.97,24586.38,conventional
2018-03-25,1.23,4454904.4,2489234.81,333310.56,18460.82,conventional
2018-03-18,1.07,5278752.32,2993709.42,397715.46,17560.86,conventional
2018-03-11,1.1,5239198.71,2984665.37,403000.78,18332.57,conventional
2018-03-04,1.12,5054856.62,2956740.05,410652.92,18500.63,conventional
2018-02-25,1.23,4302561.08,2378306.98,346795.18,16966.25,conventional
2018-02-18,1.23,4082887.98,2267185.54,315802.19,16241.89,conventional
2018-02-11,0.97,5141310.45,3028127.72,399356.06,16907.18,conventional
2018-02-04,0.95,7516415.07,4492704.7,625805.92,17920.43,conventional
2018-01-28,1.27,4199974.24,2420770.45,355406.02,16642.51,conventional
2018-01-21,1.14,4954059.33,2925027.75,461260.99,15728.65,conventional
2018-01-14,1.31,4198992.14,2371136.88,403224.01,17012.38,conventional
2018-01-07,1.14,4544750.92,2749042.52,402798.53,15351.11,conventional
2018-03-25,1.15,99982.71,23281.1,29539.62,544.24,conventional
2018-03-18,1.17,98328.71,21145.49,26680.03,594.18,conventional
2018-03-11,1.3,82487.75,20810.25,22874.92,509.82,conventional
2018-03-04,1.19,94804.19,21571.92,26446.43,559,conventional
2018-02-25,1.16,97120.83,21800.62,24410.77,555,conventional
2018-02-18,1.28,79223.81,21659.59,22242.85,495.67,conventional
2018-02-11,1.16,95011.27,25569.06,24035.03,453.07,conventional
2018-02-04,0.98,141362.77,36203.06,49563.73,560.55,conventional
2018-01-28,1.16,88197.75,25211.46,28636.94,406.68,conventional
2018-01-21,1.07,105005.26,24435.65,33395.51,517.34,conventional
2018-01-14,1.2,102537.95,25067.66,30621.77,483.2,conventional
2018-01-07,1.18,85027.89,27224.55,21852.06,487.93,conventional
2018-03-25,1.25,165209.29,80921.04,7515.78,518.71,conventional
2018-03-18,1.07,191261.08,90217.1,6557.08,418.97,conventional
2018-03-11,1.02,249444.49,119801,6013.84,404.77,conventional
2018-03-04,1.32,172050.58,67717.05,9189.29,437.35,conventional
2018-02-25,1.29,188826.97,91834.24,12327.4,470.34,conventional
2018-02-18,1.22,172847.28,100935.83,7745.41,388.29,conventional
2018-02-11,1.15,174606.68,80260.52,6205.36,372.01,conventional
2018-02-04,0.9,322673.64,174119.26,7272.61,456.41,conventional
2018-01-28,1.24,208484.39,97083.74,7111.09,464.04,conventional
2018-01-21,1.05,257250.2,98471.49,7427.5,582.75,conventional
2018-01-14,1.36,171192.49,76981.79,12192.94,419.29,conventional
2018-01-07,1.34,171869.94,93054.39,13758.41,541.05,conventional
2018-03-25,1.38,93961.48,10004.38,57087.01,102.7,conventional
2018-03-18,1.2,71732.63,8952.71,33509.12,83,conventional
2018-03-11,1.12,90823.29,9823.97,45835.73,107.7,conventional
2018-03-04,1.1,89700.27,7365.24,50900.41,81.18,conventional
2018-02-25,1.24,68888.16,7676.62,31987.77,94.31,conventional
2018-02-18,1.3,65757.32,5423.11,33613.93,74.65,conventional
2018-02-11,1.3,78222.88,8860.55,46499.73,87.27,conventional
2018-02-04,1.15,113023.35,5795.04,77127.19,87.42,conventional
2018-01-28,1.34,73320.15,3345.87,42297.35,62.85,conventional
2018-01-21,1.45,84994.86,3424.37,55184.65,81.92,conventional
2018-01-14,1.31,79367.52,3452.94,45825.51,72.86,conventional
2018-01-07,1.21,68938.02,3687.73,46420.2,60.09,conventional
2018-03-25,1.33,469300.74,289527.11,33226.48,1342.31,conventional
2018-03-18,1.13,574380.46,372785.73,43017.73,1301.33,conventional
2018-03-11,1.16,580771.43,372746.58,45277.75,1442.66,conventional
2018-03-04,1.14,597351.68,372631.01,48784.93,1465.95,conventional
2018-02-25,1.3,484876.62,308452.46,39379.53,1251.31,conventional
2018-02-18,1.33,442206.63,274990.42,33938.4,1121.33,conventional
2018-02-11,1,569543.02,364195.92,46814.57,1035.27,conventional
2018-02-04,0.98,853642.9,564685.19,79267.58,1096.9,conventional
2018-01-28,1.36,461179.38,294233.52,36783.53,958.61,conventional
2018-01-21,1.17,577173.29,375284.99,50138.85,1076.25,conventional
2018-01-14,1.41,446629.55,286535.45,36727.96,1153,conventional
2018-01-07,1.2,484007.91,317536.23,44226.34,1046.81,conventional
2018-03-25,1.03,43409835.75,14130799.1,12125711.42,758801.12,conventional
2018-03-18,1.05,41386314.12,13707389.51,11061051.69,645380.85,conventional
2018-03-11,1.09,40449603.12,14089091.05,10758039.45,707578.82,conventional
2018-03-04,1.07,40741214.05,14439547.46,11289307.37,571747.72,conventional
2018-02-25,1.06,40021528.76,13829857.87,10415463.59,724330.16,conventional
2018-02-18,1.08,36709887.49,13262751.42,10491918.44,552969.73,conventional
2018-02-11,0.97,43167806.09,15870677.7,11541844.87,652856.58,conventional
2018-02-04,0.87,62505646.52,21620180.9,20445501.03,1066830.22,conventional
2018-01-28,1.09,40171640.84,14551799.5,12119884.61,575974.74,conventional
2018-01-21,1.08,42939821.55,14218843.83,13929702.12,928815.12,conventional
2018-01-14,1.2,37299945.22,12600918.24,11866197.84,652808.4,conventional
2018-01-07,1.13,36703156.72,13730992.75,10781339.21,677714.86,conventional
2018-03-25,0.93,7667064.46,2567279.74,1912986.38,118289.91,conventional
2018-03-18,0.99,7254940.65,2099082.66,1707752.84,115997.93,conventional
2018-03-11,1,6906412.5,2442241.76,1695925.97,130983,conventional
2018-03-04,0.96,7371498.76,2676545.9,1748192.04,118365.31,conventional
2018-02-25,0.97,7408451.31,2154414.96,1740237.35,117766.27,conventional
2018-02-18,0.98,6783106.02,2511897.38,1645249.93,107420.55,conventional
2018-02-11,0.93,7463494.79,2646176.67,1633418.28,109146.92,conventional
2018-02-04,0.83,10565056.41,3121272.58,3294335.87,142553.21,conventional
2018-01-28,1.01,7007265.31,2718390.81,1664995.75,93165.88,conventional
2018-01-21,1.04,7053820.12,2218365.17,1811849.78,106001.28,conventional
2018-01-14,1.05,7577456.14,2249412.86,2028819.77,113257.03,conventional
2018-01-07,1.08,6358768.95,2061960.91,1706532.52,108441.55,conventional
2018-03-25,0.84,965185.06,438526.12,199585.9,11017.42,conventional
2018-03-18,0.88,855251.17,457635.79,137597.04,8422.08,conventional
2018-03-11,0.94,897607.12,467501.55,154130.63,11380.26,conventional
2018-03-04,0.88,935934.1,454269.43,164856.57,9907.85,conventional
2018-02-25,0.88,895671.55,431217.01,171532.79,10590.75,conventional
2018-02-18,0.89,896808.98,421321.21,191798.82,10065.33,conventional
2018-02-11,0.75,1071952.06,544075.54,189862.1,7194.15,conventional
2018-02-04,0.76,1272039.8,531469.08,368948.26,13078.2,conventional
2018-01-28,0.85,957086.16,479147.93,179489.19,7314.98,conventional
2018-01-21,0.84,1020913.2,505263.29,177911.4,9468.95,conventional
2018-01-14,0.9,950954.6,463945.73,188126.02,11227.47,conventional
2018-01-07,0.88,880266.52,436282.38,178669.53,9467.11,conventional
2015-12-27,1.83,989.55,8.16,88.59,0,organic
2015-12-20,1.89,1163.03,30.24,172.14,0,organic
2015-12-13,1.85,995.96,10.44,178.7,0,organic
2015-12-06,1.84,1158.42,90.29,104.18,0,organic
2015-11-29,1.94,831.69,0,94.73,0,organic
2015-11-22,1.94,858.83,13.84,84.18,0,organic
2015-11-15,1.89,1208.54,20.71,238.16,0,organic
2015-11-08,1.88,1332.27,20.08,351.4,0,organic
2015-11-01,1.88,1021.68,11.47,137.58,0,organic
2015-10-25,1.83,1161.9,49.27,148.96,0,organic
2015-10-18,1.97,969.29,10.31,158.07,0,organic
2015-10-11,1.9,1170.01,28.65,88.25,0,organic
2015-10-04,1.98,1145.88,5.74,165.26,0,organic
2015-09-27,1.98,814.13,13.79,140.23,0,organic
2015-09-20,1.98,774.2,42.63,228.13,0,organic
2015-09-13,1.99,902.5,13.86,105.13,0,organic
2015-09-06,1.86,1168.86,30.13,96.18,0,organic
2015-08-30,1.88,1239.16,17.27,65.08,0,organic
2015-08-23,1.87,1275.64,24.45,97.82,0,organic
2015-08-16,2,1467.23,24.56,168.41,0,organic
2015-08-09,1.88,1421.47,79.82,106.81,0,organic
2015-08-02,2,1223.94,17.66,103.62,0,organic
2015-07-26,2.01,1449.04,99.16,165.27,0,organic
2015-07-19,2.08,1076.23,50.86,112.36,0,organic
2015-07-12,2.01,1175.34,34.27,92.17,0,organic
2015-07-05,2.04,1573.19,50.69,183.9,0,organic
2015-06-28,2.02,1200.61,22.35,124.7,0,organic
2015-06-21,2.09,1053.73,17.59,107.87,0,organic
2015-06-14,2.03,1542.45,79.45,211.46,0,organic
2015-06-07,1.93,1547.03,25.6,125.66,0,organic
2015-05-31,1.9,1752.14,82.3,105.49,0,organic
2015-05-24,1.93,1628.65,24.09,183.55,0,organic
2015-05-17,1.87,1881.08,19.51,213.43,0,organic
2015-05-10,1.98,2117.48,46.8,523.9,0,organic
2015-05-03,2.03,1798.99,57.93,130.62,0,organic
2015-04-26,1.9,929.61,27.01,30.53,0,organic
2015-04-19,1.96,1516.24,18.01,102.45,0,organic
2015-04-12,1.76,1634.59,51.75,93.38,0,organic
2015-04-05,1.93,1526.1,15.75,202.52,0,organic
2015-03-29,1.93,1082.44,24.75,173.26,0,organic
2015-03-22,1.86,1375.02,40.57,326.78,0,organic
2015-03-15,1.79,1473.56,19.18,164.73,0,organic
2015-03-08,1.79,1626.32,49.73,331.14,0,organic
2015-03-01,1.76,1663.35,32.82,105.25,0,organic
2015-02-22,1.82,1152.33,11.34,31.76,0,organic
2015-02-15,1.81,1182.3,22.74,83.02,0,organic
2015-02-08,1.59,1770.87,27.36,152.74,0,organic
2015-02-01,1.83,1228.51,33.12,99.36,0,organic
2015-01-25,1.89,1115.89,14.87,148.72,0,organic
2015-01-18,1.93,1118.47,8.02,178.78,0,organic
2015-01-11,1.77,1182.56,39,305.12,0,organic
2015-01-04,1.79,1373.95,57.42,153.88,0,organic
2015-12-27,1.84,3195,1366.31,1652.5,0,organic
2015-12-20,1.89,3973.64,2000.64,1925.52,0,organic
2015-12-13,1.78,3610.91,1589.39,1581.83,0,organic
2015-12-06,1.48,4400.25,1358.53,1735.98,0,organic
2015-11-29,1.37,5205.88,1340.82,2104.37,0,organic
2015-11-22,1.88,4015.99,1766.22,2096.22,0,organic
2015-11-15,1.85,3888.18,1643.11,1661.96,0,organic
2015-11-08,1.74,5317.73,1904.89,2047.54,0,organic
2015-11-01,1.79,5445.08,2074.17,2536.89,0,organic
2015-10-25,1.87,5476.77,2441.49,2684.67,0,organic
2015-10-18,1.94,5657.95,2169,2870.36,0,organic
2015-10-11,1.75,7279.83,2387.77,3377.79,0,organic
2015-10-04,1.79,7423.5,2743.66,3550.81,0,organic
2015-09-27,2.01,5392.63,2232.51,3021,0,organic
2015-09-20,2.04,5705.15,2378.64,3304.23,0,organic
2015-09-13,2,5891.89,2340.17,3395.62,0,organic
2015-09-06,1.98,6736.29,2522.07,3851.76,0,organic
2015-08-30,1.53,9298.19,2349.53,3534.12,0,organic
2015-08-23,1.52,10342.09,2493.75,3862.12,0,organic
2015-08-16,1.83,6627.48,1953.69,3335.84,0,organic
2015-08-09,2.01,5579.38,2291.03,2855.35,0,organic
2015-08-02,1.8,5792.88,1981.77,2627.72,0,organic
2015-07-26,1.56,7888.45,2286.67,2468.79,0,organic
2015-07-19,1.29,7641.69,1571.09,2221.88,0,organic
2015-07-12,1.6,5946.34,1501.4,2208.56,0,organic
2015-07-05,1.5,5744.26,1577.43,2748.05,0,organic
2015-06-28,1.39,6313.67,1896.92,2306.95,0,organic
2015-06-21,1.83,5003.46,1804.59,2660.93,0,organic
2015-06-14,1.85,4484.76,1646.73,2236.3,0,organic
2015-06-07,1.74,4096.05,1467.61,1864.5,0,organic
2015-05-31,1.84,4803.11,1744.63,2484.81,0,organic
2015-05-24,1.74,5464.3,1705.34,2707.04,0,organic
2015-05-17,1.78,5157.67,2076.48,2105.43,0,organic
2015-05-10,1.82,5067.95,1878,2479.23,0,organic
2015-05-03,2.03,3976.19,1325.62,2650.57,0,organic
2015-04-26,2.01,4447.09,1627.63,2751.73,0,organic
2015-04-19,1.63,6705.06,1820.12,4094.67,0,organic
2015-04-12,1.79,6687.31,1899.54,4739.12,0,organic
2015-04-05,1.74,5558.81,1595.31,3073.37,0,organic
2015-03-29,1.88,5076.62,2016.24,2847.3,0,organic
2015-03-22,1.62,6483.98,1891.11,4197.32,0,organic
2015-03-15,1.19,13985.95,2004.93,9249.47,0,organic
2015-03-08,1.22,16026.95,1579.22,11705.02,0,organic
2015-03-01,1.22,16227.56,1683.31,12002.83,0,organic
2015-02-22,1.38,10969.92,1780.63,7973.37,0,organic
2015-02-15,1.46,7783.29,1449.86,5216.4,0,organic
2015-02-08,1.29,13288.3,1716.38,8656.15,0,organic
2015-02-01,1.44,7665.7,1565.49,4210.72,0,organic
2015-01-25,1.87,3047.38,1578.59,735.23,0,organic
2015-01-18,1.86,4294.01,2138.51,989.4,0,organic
2015-01-11,1.84,3743.82,1613.69,1207.72,0,organic
2015-01-04,1.76,3846.69,1500.15,938.35,0,organic
2015-12-27,1.51,14201.42,363.5,5263.2,318.34,organic
2015-12-20,1.67,9296.03,504.11,4702.33,419.14,organic
2015-12-13,1.72,12403.85,550.57,4510.99,337.45,organic
2015-12-06,1.46,9717.55,432.82,4364.69,444.69,organic
2015-11-29,1.32,10961.82,536.38,5920.71,432.48,organic
2015-11-22,1.39,9576.59,587.25,6336.98,460.05,organic
2015-11-15,1.64,6884.09,1133.05,4772.58,458.97,organic
2015-11-08,1.65,7159.03,2700.66,2975.05,566.83,organic
2015-11-01,1.6,9421.09,3323.3,4105.67,687.55,organic
2015-10-25,1.59,11223.38,998.73,6750.34,768.94,organic
2015-10-18,1.54,10215.96,772.28,6014.66,685.19,organic
2015-10-11,1.53,9453.04,459.96,5639.91,597.61,organic
2015-10-04,1.63,8857.68,451.99,6092.19,667.28,organic
2015-09-27,1.7,7552.49,429.46,4774.78,616.56,organic
2015-09-20,1.35,11150.19,1462.34,6346.51,519.67,organic
2015-09-13,1.6,11772.43,1450.32,5418.35,698.25,organic
2015-09-06,1.58,14379.6,2634.99,5041.08,717.8,organic
2015-08-30,1.6,12626.2,2524.44,5164.04,715.02,organic
2015-08-23,1.72,11555.75,4288.75,3541.08,635.31,organic
2015-08-16,1.75,10280.59,4472.68,3521.79,864.71,organic
2015-08-09,1.66,13132.64,3946.7,4109.96,836.42,organic
2015-08-02,1.72,11937.63,3887.77,3335.55,719.46,organic
2015-07-26,1.72,8502.95,3682.42,3166.87,599.98,organic
2015-07-19,1.81,8669.79,2230.7,2168.87,649.81,organic
2015-07-12,1.7,8904.2,4829.01,2707.82,759.55,organic
2015-07-05,1.69,12480.84,6639.93,3113.54,902.49,organic
2015-06-28,1.7,11718.49,5562.43,2728.68,882.13,organic
2015-06-21,1.69,10939.94,5224.23,2873.85,713.71,organic
2015-06-14,1.61,13924.11,5819.08,2943.69,956.31,organic
2015-06-07,1.71,13808.71,5560.86,3115.87,1042.17,organic
2015-05-31,1.69,12640.64,5802.91,3268.67,1060.5,organic
2015-05-24,1.69,17042.46,6716.44,3800.9,993.22,organic
2015-05-17,1.42,22470.42,6094.92,7358.76,3915.19,organic
2015-05-10,1.7,14499.46,6023.88,2924.01,1128.81,organic
2015-05-03,1.66,16396.29,6666.67,3755.62,1163.9,organic
2015-04-26,1.7,13466.97,6339.49,3106.49,815.62,organic
2015-04-19,1.64,15852.99,8223.03,3998.93,865.46,organic
2015-04-12,1.66,15999.82,7671.04,3634.16,864.43,organic
2015-04-05,1.63,14551.96,8144.98,3199.51,708.11,organic
2015-03-29,1.63,15847.83,7578.28,3597.75,786.94,organic
2015-03-22,1.25,16507,10883.75,4512.52,758.37,organic
2015-03-15,1.59,11586.41,6527.12,3390.64,745.35,organic
2015-03-08,1.56,19053.84,6590.46,3908.46,745.13,organic
2015-03-01,1.58,15923.18,7386.79,4112.33,732.79,organic
2015-02-22,1.19,23920.36,12844.54,5815.13,667.62,organic
2015-02-15,1.56,16335.15,5709.5,3782.28,777.82,organic
2015-02-08,1.43,14898.15,6050.1,4361.21,745.2,organic
2015-02-01,1.15,27929.74,14635.12,8013.19,667.82,organic
2015-01-25,1.41,15387.74,8097.26,5023.48,528.36,organic
2015-01-18,1.41,14057.45,8148.89,4725.43,659.56,organic
2015-01-11,1.22,26008.88,12258.26,7094.53,490.24,organic
2015-01-04,1.29,19137.28,8040.64,6557.47,657.48,organic
2015-12-27,0.91,2272.26,15.53,508.49,0,organic
2015-12-20,1.17,1807.57,10.29,409.07,0,organic
2015-12-13,0.87,4054.49,26.21,738.96,2.58,organic
2015-12-06,1.36,1286.83,11.75,533.55,0,organic
2015-11-29,1.34,1047.42,2.59,418.01,0,organic
2015-11-22,1.54,1000.86,7.77,724.33,2.59,organic
2015-11-15,1.78,881.14,17.27,538.4,0,organic
2015-11-08,1.5,1059.69,12.99,732.62,0,organic
2015-11-01,1.16,2767.88,2.6,1411.88,3.9,organic
2015-10-25,1.95,1106.41,14.34,690.76,3.91,organic
2015-10-18,2.05,1169.26,10.44,836.3,0,organic
2015-10-11,1.95,1396.94,9.12,1160.59,0,organic
2015-10-04,1.83,1802.83,11.69,1456.26,0,organic
2015-09-27,2.02,1137.03,17.54,822.27,0,organic
2015-09-20,1.93,956.97,19.33,723.01,0,organic
2015-09-13,2.28,996.79,10.31,856.71,0,organic
2015-09-06,2.35,908.95,9.22,813.54,0,organic
2015-08-30,1.47,3103.71,8.98,2789.26,0,organic
2015-08-23,2.29,937.64,7.69,794.15,0,organic
2015-08-16,1.69,2649.76,5.12,1894.81,0,organic
2015-08-09,1.91,1656.67,21.74,1098.33,0,organic
2015-08-02,2.15,1196.53,12.8,972.43,0,organic
2015-07-26,2.08,1555.89,26.92,1201.02,0,organic
2015-07-19,1.45,3103.11,37.26,2527.06,0,organic
2015-07-12,2.05,1454.28,7.73,1091.29,0,organic
2015-07-05,2.18,1594.45,11.65,1359.32,0,organic
2015-06-28,1.58,2550.15,15.62,2464.53,0,organic
2015-06-21,1.49,1921.75,6.54,1657.53,0,organic
2015-06-14,2.18,1402.21,19.66,1161.32,0,organic
2015-06-07,2.24,1381.67,2.63,1262.37,0,organic
2015-05-31,1.54,2693.46,19.2,2374.26,0,organic
2015-05-24,1.97,1274.53,45.07,1108.3,0,organic
2015-05-17,1.92,1178.2,22.86,1010.43,0,organic
2015-05-10,1.71,1404.65,25.6,959.24,0,organic
2015-05-03,1.55,1403.79,22.12,737.88,0,organic
2015-04-26,1.36,2154.49,9.05,1579.24,0,organic
2015-04-19,1.69,1453.59,5.14,1138.32,0,organic
2015-04-12,1.41,3807.38,5.11,3290.24,0,organic
2015-04-05,1.83,1701.31,6.35,1216.07,0,organic
2015-03-29,1.52,3933.04,8.82,3776.05,0,organic
2015-03-22,1.51,3570.83,1.25,3429.16,0,organic
2015-03-15,1.63,1777.09,0,1209.68,0,organic
2015-03-08,1.5,4314.45,9.95,3799.34,0,organic
2015-03-01,1.68,1396.48,2.48,945.45,0,organic
2015-02-22,1.75,1081.18,1.24,813.03,0,organic
2015-02-15,1.62,1308.88,11.21,891.63,0,organic
2015-02-08,1.35,3870.67,13.74,2832.21,0,organic
2015-02-01,1.43,1780.76,0,999.31,0,organic
2015-01-25,1.82,1174.53,1.26,858.4,0,organic
2015-01-18,1.44,2973.94,8.83,2513.36,0,organic
2015-01-11,1.44,2378.68,0,1923.4,0,organic
2015-01-04,1.64,1505.12,1.27,1129.5,0,organic
2015-12-27,1.48,7986.08,9.65,775.99,39.82,organic
2015-12-20,1.41,7939.48,26.64,511.07,61.76,organic
2015-12-13,1.55,8563.97,18.24,434.18,251.75,organic
2015-12-06,1.29,8286.37,37.55,466.83,0,organic
2015-11-29,1.28,6869.81,11.37,388.1,0,organic
2015-11-22,1.27,7668.48,71.07,394.69,0,organic
2015-11-15,1.15,8779.47,6.99,534.36,0,organic
2015-11-08,1.22,7507.69,13.29,486.67,0,organic
2015-11-01,1.3,7166.04,14.71,574.96,0,organic
2015-10-25,1.27,8471.24,11.38,407.12,0,organic
2015-10-18,1.26,6986.04,19.93,488.69,0,organic
2015-10-11,1.26,7698.58,12.33,386.4,0,organic
2015-10-04,1.28,8186.26,14.4,647.58,0,organic
2015-09-27,2,2023.36,15.19,758.31,0,organic
2015-09-20,2.01,2623.42,16.17,1123.97,0,organic
2015-09-13,2,3283.74,13.63,1299.4,0,organic
2015-09-06,1.97,3343.86,57.99,1242.5,0,organic
2015-08-30,2.03,2633.6,20.81,1081.19,0,organic
2015-08-23,2,3080.47,41.2,1201.46,0,organic
2015-08-16,2.09,2694.61,297.3,1041.09,0,organic
2015-08-09,2.02,2955.27,185.35,1066.42,0,organic
2015-08-02,2.12,3357.29,116.22,1353.43,0,organic
2015-07-26,2.02,3367.46,99.25,1956.83,0,organic
2015-07-19,2.05,3388.25,18.63,2152.1,0,organic
2015-07-12,2.19,2763.5,19.61,1646.24,0,organic
2015-07-05,2.13,3135.77,2,1530.03,0,organic
2015-06-28,2.03,3045.1,13.15,1625.69,0,organic
2015-06-21,2.06,2662.63,82.6,1124.34,0,organic
2015-06-14,2.03,2943.18,71.77,1018.87,0,organic
2015-06-07,2,3641,67.78,1199.74,0,organic
2015-05-31,1.94,4235.93,45.51,1123.51,0,organic
2015-05-24,1.94,3507.89,28.09,1052.29,0,organic
2015-05-17,1.91,4366.74,54.38,1651.19,0,organic
2015-05-10,2.02,3428.91,76.25,1275.48,0,organic
2015-05-03,1.82,4123.17,20.35,1934.87,0,organic
2015-04-26,1.86,3517.6,4.29,956.52,0,organic
2015-04-19,1.94,2696.21,13.06,912.2,0,organic
2015-04-12,1.86,3619.27,44.38,915.97,0,organic
2015-04-05,1.91,3202.71,75.42,932.58,0,organic
2015-03-29,1.98,2121.96,22.27,745.34,0,organic
2015-03-22,1.94,2763.26,6.36,1119.46,0,organic
2015-03-15,1.99,1965.57,19.04,904.23,0,organic
2015-03-08,1.91,2566.9,29.07,945.32,0,organic
2015-03-01,1.85,3024.12,8.47,932.5,0,organic
2015-02-22,1.74,3325.89,75.83,1062.64,0,organic
2015-02-15,1.91,2271.95,18.98,678.93,0,organic
2015-02-08,1.91,3098.29,15.18,948.71,0,organic
2015-02-01,1.78,2943.85,12.18,1308.94,0,organic
2015-01-25,2.01,1948.28,3.14,760.39,0,organic
2015-01-18,2,2209.34,4.22,834.34,0,organic
2015-01-11,1.94,2217.82,12.82,956.07,0,organic
2015-01-04,1.83,2192.13,8.66,939.43,0,organic
2015-12-27,1.47,5043.15,0,166.37,0,organic
2015-12-20,1.5,5314.55,2.37,151.73,0,organic
2015-12-13,1.45,4317.94,0,130.62,0,organic
2015-12-06,1.57,2544.92,17.41,102.56,0,organic
2015-11-29,1.6,2261.52,16.57,129.95,0,organic
2015-11-22,1.57,2626.33,13.08,119.86,0,organic
2015-11-15,1.59,1852.24,2.38,117.99,0,organic
2015-11-08,1.55,4031.98,2.38,141.17,0,organic
