submission_id,vignette,background_correct,RT,age,comments,item_version,correct_answer,education,gender,languages,question,response,timeSpent,trial_name,trial_number,trial_type,condition,proportion_correct,outlier_subject
123,2,TRUE,21824,18,NA,10,FALSE,Graduated High School,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,3.57215,main_trials,13,main,Condition 10,0.9285714285714286,FALSE
123,3,TRUE,2302,18,NA,0,FALSE,Graduated High School,female,English,The Pope’s wife is a lawyer.,FALSE,3.57215,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
122,4,TRUE,6542,51,NA,6,FALSE,Graduated High School,male,English,The Belgian rainforest doesn’t provide a habitat for many species.,TRUE,1.93105,main_trials,3,main,Condition 6,0.9285714285714286,FALSE
122,3,TRUE,3110,51,NA,0,FALSE,Graduated High School,male,English,The Pope’s wife is a lawyer.,FALSE,1.93105,main_trials,7,main,Condition 0,0.9285714285714286,FALSE
122,2,TRUE,2485,51,NA,9,FALSE,Graduated High School,male,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,1.93105,main_trials,9,main,Condition 9,0.9285714285714286,FALSE
122,5,TRUE,3027,51,NA,10,FALSE,Graduated High School,male,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,1.93105,main_trials,13,main,Condition 10,0.9285714285714286,FALSE
122,1,TRUE,1972,51,NA,1,FALSE,Graduated High School,male,English,"France has a king, and he is bald.",FALSE,1.93105,main_trials,19,main,Condition 1,0.9285714285714286,FALSE
121,4,TRUE,1704,31,NA,1,FALSE,Graduated College,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,1.77456666666667,main_trials,3,main,Condition 1,0.9285714285714286,FALSE
121,2,TRUE,2714,31,NA,10,FALSE,Graduated College,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,1.77456666666667,main_trials,7,main,Condition 10,0.9285714285714286,FALSE
121,1,TRUE,3687,31,NA,6,FALSE,Graduated College,male,English,The King of France isn’t bald.,FALSE,1.77456666666667,main_trials,9,main,Condition 6,0.9285714285714286,FALSE
121,5,TRUE,1471,31,NA,0,FALSE,Graduated College,male,English,The volcanoes of Germany dominate the landscape.,FALSE,1.77456666666667,main_trials,13,main,Condition 0,0.9285714285714286,FALSE
121,3,TRUE,2008,31,NA,9,FALSE,Graduated College,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,1.77456666666667,main_trials,19,main,Condition 9,0.9285714285714286,FALSE
120,5,TRUE,3817,19,NA,10,FALSE,Graduated High School,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,2.17553333333333,main_trials,7,main,Condition 10,0.8571428571428571,FALSE
120,4,TRUE,3009,19,NA,9,FALSE,Graduated High School,female,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,2.17553333333333,main_trials,9,main,Condition 9,0.8571428571428571,FALSE
120,2,TRUE,3037,19,NA,1,FALSE,Graduated High School,female,English,"Canada has an emperor, and he is fond of sushi.",FALSE,2.17553333333333,main_trials,13,main,Condition 1,0.8571428571428571,FALSE
120,3,TRUE,6459,19,NA,6,FALSE,Graduated High School,female,English,The Pope’s wife isn’t a lawyer.,TRUE,2.17553333333333,main_trials,19,main,Condition 6,0.8571428571428571,FALSE
119,4,TRUE,4228,28,NA,0,FALSE,Graduated High School,female,English,The Belgian rainforest provides a habitat for many species.,FALSE,1.87305,main_trials,7,main,Condition 0,0.9285714285714286,FALSE
119,5,TRUE,2666,28,NA,1,FALSE,Graduated High School,female,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,1.87305,main_trials,9,main,Condition 1,0.9285714285714286,FALSE
119,1,TRUE,5502,28,NA,10,FALSE,Graduated High School,female,English,"Emmanuel Macron, he did not call the King of France last night.",TRUE,1.87305,main_trials,13,main,Condition 10,0.9285714285714286,FALSE
118,5,TRUE,5103,47,NA,10,FALSE,Higher Degree,male,English,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,2.23171666666667,main_trials,7,main,Condition 10,1,FALSE
118,3,TRUE,2416,47,NA,9,FALSE,Higher Degree,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,2.23171666666667,main_trials,9,main,Condition 9,1,FALSE
118,2,TRUE,2519,47,NA,1,FALSE,Higher Degree,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,2.23171666666667,main_trials,13,main,Condition 1,1,FALSE
118,1,TRUE,1583,47,NA,0,FALSE,Higher Degree,male,English,The king of France is bald.,FALSE,2.23171666666667,main_trials,19,main,Condition 0,1,FALSE
117,4,TRUE,6070,65,NA,6,FALSE,Graduated College,female,english,The Belgian rainforest doesn’t provide a habitat for many species.,TRUE,3.11033333333333,main_trials,3,main,Condition 6,0.9285714285714286,FALSE
117,2,TRUE,3870,65,NA,1,FALSE,Graduated College,female,english,"Canada has an emperor, and he is fond of sushi.",FALSE,3.11033333333333,main_trials,7,main,Condition 1,0.9285714285714286,FALSE
117,5,TRUE,2992,65,NA,0,FALSE,Graduated College,female,english,The volcanoes of Germany dominate the landscape.,FALSE,3.11033333333333,main_trials,9,main,Condition 0,0.9285714285714286,FALSE
117,1,TRUE,10399,65,NA,9,FALSE,Graduated College,female,english,"The King of France, he did not call Emmanuel Macron last night.",TRUE,3.11033333333333,main_trials,13,main,Condition 9,0.9285714285714286,FALSE
117,3,TRUE,6102,65,NA,10,FALSE,Graduated College,female,english,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",TRUE,3.11033333333333,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
116,4,TRUE,4157,20,NA,9,FALSE,Graduated High School,male,English,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,2.99961666666667,main_trials,3,main,Condition 9,1,FALSE
116,5,TRUE,3996,20,NA,0,FALSE,Graduated High School,male,English,The volcanoes of Germany dominate the landscape.,FALSE,2.99961666666667,main_trials,9,main,Condition 0,1,FALSE
116,3,TRUE,3126,20,NA,1,FALSE,Graduated High School,male,English,"The Pope has a wife, and she is a lawyer.",FALSE,2.99961666666667,main_trials,13,main,Condition 1,1,FALSE
116,2,TRUE,3902,20,NA,10,FALSE,Graduated High School,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,2.99961666666667,main_trials,19,main,Condition 10,1,FALSE
115,2,TRUE,4051,26,NA,1,FALSE,Graduated College,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,4.05806666666667,main_trials,3,main,Condition 1,1,FALSE
115,5,TRUE,8836,26,NA,9,FALSE,Graduated College,male,English,"The volcanoes of Germany, they do not threaten Leipzig.",TRUE,4.05806666666667,main_trials,7,main,Condition 9,1,FALSE
115,1,TRUE,7573,26,NA,6,FALSE,Graduated College,male,English,The King of France isn’t bald.,TRUE,4.05806666666667,main_trials,9,main,Condition 6,1,FALSE
115,3,TRUE,15376,26,NA,10,FALSE,Graduated College,male,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",TRUE,4.05806666666667,main_trials,13,main,Condition 10,1,FALSE
115,4,TRUE,5888,26,NA,0,FALSE,Graduated College,male,English,The Belgian rainforest provides a habitat for many species.,FALSE,4.05806666666667,main_trials,19,main,Condition 0,1,FALSE
114,2,TRUE,2232,21,NA,1,FALSE,Graduated High School,female,English,"Canada has an emperor, and he is fond of sushi.",FALSE,2.51463333333333,main_trials,7,main,Condition 1,0.7857142857142857,FALSE
114,3,TRUE,3687,21,NA,6,FALSE,Graduated High School,female,English,The Pope’s wife isn’t a lawyer.,FALSE,2.51463333333333,main_trials,19,main,Condition 6,0.7857142857142857,FALSE
113,2,TRUE,5099,28,NA,10,FALSE,Higher Degree,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,2.50371666666667,main_trials,3,main,Condition 10,0.9285714285714286,FALSE
113,3,TRUE,9311,28,NA,6,FALSE,Higher Degree,female,English,The Pope’s wife isn’t a lawyer.,TRUE,2.50371666666667,main_trials,9,main,Condition 6,0.9285714285714286,FALSE
113,4,TRUE,8455,28,NA,0,FALSE,Higher Degree,female,English,The Belgian rainforest provides a habitat for many species.,TRUE,2.50371666666667,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
112,3,TRUE,2088,59,NA,10,FALSE,Graduated High School,male,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,1.70631666666667,main_trials,3,main,Condition 10,0.8571428571428571,FALSE
112,4,TRUE,2375,59,NA,6,FALSE,Graduated High School,male,English,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,1.70631666666667,main_trials,7,main,Condition 6,0.8571428571428571,FALSE
112,5,TRUE,1367,59,NA,0,FALSE,Graduated High School,male,English,The volcanoes of Germany dominate the landscape.,FALSE,1.70631666666667,main_trials,9,main,Condition 0,0.8571428571428571,FALSE
112,2,TRUE,1679,59,NA,1,FALSE,Graduated High School,male,English,"Canada has an emperor, and he is fond of sushi.",FALSE,1.70631666666667,main_trials,13,main,Condition 1,0.8571428571428571,FALSE
112,1,TRUE,3147,59,NA,9,FALSE,Graduated High School,male,English,"The King of France, he did not call Emmanuel Macron last night.",FALSE,1.70631666666667,main_trials,19,main,Condition 9,0.8571428571428571,FALSE
111,5,TRUE,8705,NA,NA,6,FALSE,NA,NA,NA,The volcanoes of Germany do not dominate the landscape.,TRUE,2.17383333333333,main_trials,3,main,Condition 6,0.9285714285714286,FALSE
111,3,TRUE,6875,NA,NA,10,FALSE,NA,NA,NA,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,2.17383333333333,main_trials,7,main,Condition 10,0.9285714285714286,FALSE
111,4,TRUE,3510,NA,NA,9,FALSE,NA,NA,NA,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,2.17383333333333,main_trials,9,main,Condition 9,0.9285714285714286,FALSE
111,2,TRUE,2601,NA,NA,1,FALSE,NA,NA,NA,"Canada has an emperor, and he is fond of sushi.",FALSE,2.17383333333333,main_trials,13,main,Condition 1,0.9285714285714286,FALSE
111,1,TRUE,3144,NA,NA,0,FALSE,NA,NA,NA,The king of France is bald.,FALSE,2.17383333333333,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
110,5,TRUE,2722,33,NA,0,FALSE,Higher Degree,female,English,The volcanoes of Germany dominate the landscape.,FALSE,2.96468333333333,main_trials,3,main,Condition 0,1,FALSE
110,3,TRUE,4848,33,NA,10,FALSE,Higher Degree,female,English,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,2.96468333333333,main_trials,7,main,Condition 10,1,FALSE
110,2,TRUE,4581,33,NA,9,FALSE,Higher Degree,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.96468333333333,main_trials,9,main,Condition 9,1,FALSE
110,1,TRUE,5279,33,NA,6,FALSE,Higher Degree,female,English,The King of France isn’t bald.,FALSE,2.96468333333333,main_trials,19,main,Condition 6,1,FALSE
109,3,TRUE,2112,23,NA,10,FALSE,Higher Degree,female,english,"Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,1.96768333333333,main_trials,9,main,Condition 10,0.7857142857142857,FALSE
109,5,TRUE,2556,23,NA,1,FALSE,Higher Degree,female,english,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,1.96768333333333,main_trials,13,main,Condition 1,0.7857142857142857,FALSE
109,2,TRUE,1873,23,NA,9,FALSE,Higher Degree,female,english,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,1.96768333333333,main_trials,19,main,Condition 9,0.7857142857142857,FALSE
108,5,TRUE,2167,18,NA,9,FALSE,Graduated High School,male,English,"The volcanoes of Germany, they do not threaten Leipzig.",FALSE,1.9821,main_trials,7,main,Condition 9,0.8571428571428571,FALSE
108,2,TRUE,3997,18,NA,6,FALSE,Graduated High School,male,English,The Emperor of Canada isn’t fond of sushi.,FALSE,1.9821,main_trials,9,main,Condition 6,0.8571428571428571,FALSE
108,4,TRUE,2784,18,NA,1,FALSE,Graduated High School,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,1.9821,main_trials,13,main,Condition 1,0.8571428571428571,FALSE
107,1,TRUE,2803,33,NA,1,FALSE,Higher Degree,female,english,"France has a king, and he is bald.",FALSE,1.69353333333333,main_trials,3,main,Condition 1,1,FALSE
107,3,TRUE,1659,33,NA,0,FALSE,Higher Degree,female,english,The Pope’s wife is a lawyer.,FALSE,1.69353333333333,main_trials,7,main,Condition 0,1,FALSE
107,5,TRUE,4503,33,NA,6,FALSE,Higher Degree,female,english,The volcanoes of Germany do not dominate the landscape.,TRUE,1.69353333333333,main_trials,9,main,Condition 6,1,FALSE
107,2,TRUE,3375,33,NA,9,FALSE,Higher Degree,female,english,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,1.69353333333333,main_trials,13,main,Condition 9,1,FALSE
107,4,TRUE,5333,33,NA,10,FALSE,Higher Degree,female,english,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,1.69353333333333,main_trials,19,main,Condition 10,1,FALSE
106,2,TRUE,2845,26,NA,10,FALSE,Higher Degree,female,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",FALSE,2.29028333333333,main_trials,3,main,Condition 10,0.7857142857142857,FALSE
106,4,TRUE,2867,26,NA,0,FALSE,Higher Degree,female,English,The Belgian rainforest provides a habitat for many species.,FALSE,2.29028333333333,main_trials,7,main,Condition 0,0.7857142857142857,FALSE
106,3,TRUE,6648,26,NA,9,FALSE,Higher Degree,female,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",TRUE,2.29028333333333,main_trials,9,main,Condition 9,0.7857142857142857,FALSE
106,5,TRUE,2410,26,NA,1,FALSE,Higher Degree,female,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,2.29028333333333,main_trials,13,main,Condition 1,0.7857142857142857,FALSE
105,2,TRUE,5757,22,NA,9,FALSE,Higher Degree,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.48993333333333,main_trials,3,main,Condition 9,1,FALSE
105,3,TRUE,2331,22,NA,0,FALSE,Higher Degree,female,English,The Pope’s wife is a lawyer.,FALSE,2.48993333333333,main_trials,7,main,Condition 0,1,FALSE
105,4,TRUE,3394,22,NA,10,FALSE,Higher Degree,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",FALSE,2.48993333333333,main_trials,9,main,Condition 10,1,FALSE
105,1,TRUE,5059,22,NA,1,FALSE,Higher Degree,female,English,"France has a king, and he is bald.",FALSE,2.48993333333333,main_trials,13,main,Condition 1,1,FALSE
105,5,TRUE,4585,22,NA,6,FALSE,Higher Degree,female,English,The volcanoes of Germany do not dominate the landscape.,FALSE,2.48993333333333,main_trials,19,main,Condition 6,1,FALSE
103,3,TRUE,7300,54,NA,9,FALSE,Higher Degree,female,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,4.03775,main_trials,3,main,Condition 9,0.9285714285714286,FALSE
103,4,TRUE,9748,54,NA,10,FALSE,Higher Degree,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,4.03775,main_trials,7,main,Condition 10,0.9285714285714286,FALSE
103,2,TRUE,3868,54,NA,6,FALSE,Higher Degree,female,English,The Emperor of Canada isn’t fond of sushi.,FALSE,4.03775,main_trials,9,main,Condition 6,0.9285714285714286,FALSE
103,1,TRUE,3095,54,NA,1,FALSE,Higher Degree,female,English,"France has a king, and he is bald.",FALSE,4.03775,main_trials,13,main,Condition 1,0.9285714285714286,FALSE
103,5,TRUE,2562,54,NA,0,FALSE,Higher Degree,female,English,The volcanoes of Germany dominate the landscape.,FALSE,4.03775,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
102,5,TRUE,3714,21,NA,1,FALSE,Graduated College,male,"English, Portuguese","There are volcanoes in Germany, and they dominate the landscape.",FALSE,2.09648333333333,main_trials,3,main,Condition 1,0.7857142857142857,FALSE
102,3,TRUE,3755,21,NA,10,FALSE,Graduated College,male,"English, Portuguese","Angela Merkel, she was not invited by the Pope’s wife for dinner.",FALSE,2.09648333333333,main_trials,7,main,Condition 10,0.7857142857142857,FALSE
102,1,TRUE,2738,21,NA,0,FALSE,Graduated College,male,"English, Portuguese",The king of France is bald.,FALSE,2.09648333333333,main_trials,9,main,Condition 0,0.7857142857142857,FALSE
102,4,TRUE,2270,21,NA,6,FALSE,Graduated College,male,"English, Portuguese",The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,2.09648333333333,main_trials,13,main,Condition 6,0.7857142857142857,FALSE
102,2,TRUE,4032,21,NA,9,FALSE,Graduated College,male,"English, Portuguese","The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.09648333333333,main_trials,19,main,Condition 9,0.7857142857142857,FALSE
101,1,TRUE,4521,32,NA,0,FALSE,NA,female,English,The king of France is bald.,FALSE,2.80456666666667,main_trials,3,main,Condition 0,1,FALSE
101,3,TRUE,2490,32,NA,6,FALSE,NA,female,English,The Pope’s wife isn’t a lawyer.,FALSE,2.80456666666667,main_trials,9,main,Condition 6,1,FALSE
101,4,TRUE,6832,32,NA,10,FALSE,NA,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,2.80456666666667,main_trials,13,main,Condition 10,1,FALSE
101,5,TRUE,3270,32,NA,1,FALSE,NA,female,English,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,2.80456666666667,main_trials,19,main,Condition 1,1,FALSE
100,4,TRUE,1762,26,Fun stuff,1,FALSE,Graduated High School,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,1.73795,main_trials,3,main,Condition 1,0.9285714285714286,FALSE
100,2,TRUE,4744,26,Fun stuff,10,FALSE,Graduated High School,male,English,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,1.73795,main_trials,7,main,Condition 10,0.9285714285714286,FALSE
100,5,TRUE,2084,26,Fun stuff,0,FALSE,Graduated High School,male,English,The volcanoes of Germany dominate the landscape.,TRUE,1.73795,main_trials,9,main,Condition 0,0.9285714285714286,FALSE
100,3,TRUE,3806,26,Fun stuff,6,FALSE,Graduated High School,male,English,The Pope’s wife isn’t a lawyer.,TRUE,1.73795,main_trials,13,main,Condition 6,0.9285714285714286,FALSE
100,1,TRUE,4192,26,Fun stuff,9,FALSE,Graduated High School,male,English,"The King of France, he did not call Emmanuel Macron last night.",TRUE,1.73795,main_trials,19,main,Condition 9,0.9285714285714286,FALSE
99,5,TRUE,8062,39,NA,10,FALSE,Higher Degree,female,English,"Leipzig, it is not threatened by the volcanoes of Germany.",FALSE,2.74161666666667,main_trials,3,main,Condition 10,1,FALSE
99,4,TRUE,2937,39,NA,6,FALSE,Higher Degree,female,English,The Belgian rainforest doesn’t provide a habitat for many species.,FALSE,2.74161666666667,main_trials,7,main,Condition 6,1,FALSE
99,3,TRUE,2249,39,NA,1,FALSE,Higher Degree,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,2.74161666666667,main_trials,9,main,Condition 1,1,FALSE
99,1,TRUE,3914,39,NA,0,FALSE,Higher Degree,female,English,The king of France is bald.,FALSE,2.74161666666667,main_trials,13,main,Condition 0,1,FALSE
99,2,TRUE,4516,39,NA,9,FALSE,Higher Degree,female,English,"The Emperor of Canada, he does not reside in Dresden for the summer.",FALSE,2.74161666666667,main_trials,19,main,Condition 9,1,FALSE
98,3,TRUE,3263,31,NA,9,FALSE,Graduated College,male,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",FALSE,2.10616666666667,main_trials,3,main,Condition 9,1,FALSE
98,1,TRUE,7850,31,NA,6,FALSE,Graduated College,male,English,The King of France isn’t bald.,FALSE,2.10616666666667,main_trials,7,main,Condition 6,1,FALSE
98,4,TRUE,9210,31,NA,1,FALSE,Graduated College,male,English,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,2.10616666666667,main_trials,13,main,Condition 1,1,FALSE
98,2,TRUE,2860,31,NA,0,FALSE,Graduated College,male,English,The Emperor of Canada is fond of sushi.,FALSE,2.10616666666667,main_trials,19,main,Condition 0,1,FALSE
97,5,TRUE,3,19,NA,9,FALSE,Higher Degree,female,English,"The volcanoes of Germany, they do not threaten Leipzig.",TRUE,2.13461666666667,main_trials,3,main,Condition 9,0.9285714285714286,FALSE
97,2,TRUE,4749,19,NA,6,FALSE,Higher Degree,female,English,The Emperor of Canada isn’t fond of sushi.,FALSE,2.13461666666667,main_trials,7,main,Condition 6,0.9285714285714286,FALSE
97,4,TRUE,4505,19,NA,10,FALSE,Higher Degree,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,2.13461666666667,main_trials,9,main,Condition 10,0.9285714285714286,FALSE
97,3,TRUE,2446,19,NA,1,FALSE,Higher Degree,female,English,"The Pope has a wife, and she is a lawyer.",FALSE,2.13461666666667,main_trials,13,main,Condition 1,0.9285714285714286,FALSE
97,1,TRUE,2242,19,NA,0,FALSE,Higher Degree,female,English,The king of France is bald.,FALSE,2.13461666666667,main_trials,19,main,Condition 0,0.9285714285714286,FALSE
96,5,TRUE,2141,21,NA,0,FALSE,Graduated College,female,English,The volcanoes of Germany dominate the landscape.,FALSE,1.93291666666667,main_trials,3,main,Condition 0,0.9285714285714286,FALSE
96,3,TRUE,7230,21,NA,9,FALSE,Graduated College,female,English,"The Pope’s wife, she did not invite Angela Merkel for dinner.",TRUE,1.93291666666667,main_trials,7,main,Condition 9,0.9285714285714286,FALSE
96,2,TRUE,1616,21,NA,1,FALSE,Graduated College,female,English,"Canada has an emperor, and he is fond of sushi.",FALSE,1.93291666666667,main_trials,13,main,Condition 1,0.9285714285714286,FALSE
96,4,TRUE,7138,21,NA,10,FALSE,Graduated College,female,English,"Donald Trump, his favorite nature spot is not the Belgian rainforest.",TRUE,1.93291666666667,main_trials,19,main,Condition 10,0.9285714285714286,FALSE
