Name,Label,Country_specific,Scale_type,Type,Format,Valid,Invalid,Question,Group
eduade2,"Highest level of education, Germany: h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,2840,41547,F15DE2 What is the highest level of education you have successfully completed? (Germany 2),Group Socio-demographics
eduade3,"Highest level of education, Germany: h??chster Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,2838,41549,F15DE3 What is the highest level of education you have successfully completed? (Germany 3),Group Socio-demographics
edlvdee,"Highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,2018,42369,F15EE What is the highest level  of education you have successfully completed? (Estonia),Group Socio-demographics
edlvges,"Highest level of education, Spain",yes,nominal,discrete,numeric-4.0,1955,42432,F15ES What is the highest level of education you have successfully completed? (Spain),Group Socio-demographics
edlvdfi,"Highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1923,42464,F15FI What is the highest level of education you have successfully completed? (Finland),Group Socio-demographics
edlvdfr,"Highest level of education, France",yes,nominal,discrete,numeric-4.0,2068,42319,F15FR What is the highest level  of education you have successfully completed? (France),Group Socio-demographics
edubgb1,"Highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1940,42447,F15GB1 What is the highest level of education you have successfully completed? (United Kingdom 1),Group Socio-demographics
eduagb2,"Highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1940,42447,F15GB2 What is the highest level of education you have successfully completed? (United Kingdom 2),Group Socio-demographics
edagegb,"Age when completed full time education, United Kingdom",yes,nominal,continuous,numeric-4.0,1942,42445,F15GB3 How old were you when you completed your continuous full-time education? (United Kingdom),Group Socio-demographics
edlvdhu,"Highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,1609,42778,F15HU What is the highest level of education you have successfully completed? (Hungary),Group Socio-demographics
edlvdie,"Highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,2746,41641,F15IE What is the highest level of education you have successfully completed? (Ireland),Group Socio-demographics
edubil1,"Highest level of education, Israeli education, Israel",yes,nominal,discrete,numeric-4.0,2552,41835,F15IL What is the highest level of education you have successfully completed? (Israel 1),Group Socio-demographics
eduail2,"Highest level of education, Russian education, Israel",yes,nominal,discrete,numeric-4.0,141,44246,F15IL What is the highest level of education you have successfully completed? (Israel 2),Group Socio-demographics
edlvdis,"Highest level of education, Iceland",yes,nominal,discrete,numeric-4.0,875,43512,F15IS What is the highest level of education you have successfully completed? (Iceland),Group Socio-demographics
edlvdit,"Highest level of education, Italy",yes,nominal,discrete,numeric-4.0,2605,41782,F15IT What is the highest level of education you have successfully completed? (Italy),Group Socio-demographics
edlvdlt,"Highest level of education, Lithuania",yes,nominal,discrete,numeric-4.0,2118,42269,F15LT What is the highest level  of education you have successfully completed? (Lithuania),Group Socio-demographics
edlvenl,"Highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1679,42708,F15NL What is the highest level of education you have successfully completed? (Netherlands),Group Socio-demographics
edlvdno,"Highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1544,42843,F15NO What is the highest level of education you have successfully completed? (Norway),Group Socio-demographics
edlvepl,"Highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1689,42698,F15PL What is the highest level of education you have successfully completed? (Poland),Group Socio-demographics
edupl2,"Tertiary education: lower or higher/single tier, Poland",yes,nominal,discrete,numeric-1.0,1694,42693,"F15PL2 Tertiary education: lower or higher/single tier, Poland",Group Socio-demographics
edlvdpt,"Highest level of education, Portugal",yes,nominal,discrete,numeric-4.0,1267,43120,F15PT What is the highest level of education you have successfully completed? (Portugal),Group Socio-demographics
edlvdru,"Highest level of education, Russian Federation",yes,nominal,discrete,numeric-4.0,2430,41957,F15RU What is the highest level of education you have successfully completed? (Russian Federation),Group Socio-demographics
edlvdse,"Highest level of education, Sweden",yes,nominal,discrete,numeric-4.0,1547,42840,F15SE What is the highest level of education you have successfully completed? (Sweden),Group Socio-demographics
edlvesi,"Highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,1304,43083,F15SI What is the highest level of education you have successfully completed? (Slovenia),Group Socio-demographics
eduyrs,Years of full-time education completed,no,continuous,continuous,numeric-2.0,43963,424,"F16 About how many years of education have you completed, whether full-
time or part-time? Please report these in full-time equivalents and include compulsory years of schooling.",Group Socio-demographics
pdwrk,Doing last 7 days: paid work,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In paid work (or away temporarily) (employee, self-employed, working for your family business)",Group Socio-demographics
edctn,Doing last 7 days: education,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In education (not paid for by employer) even if on vacation",Group Socio-demographics
uempla,"Doing last 7 days: unemployed, actively looking for job",no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days?
Unemployed and actively looking for a job",Group Socio-demographics
uempli,"Doing last 7 days: unemployed, not actively looking for job",no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Unemployed, wanting a job but not actively looking for a job",Group Socio-demographics
dsbld,Doing last 7 days: permanently sick or disabled,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Permanently sick or disabled",Group Socio-demographics
rtrd,Doing last 7 days: retired,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Retired",Group Socio-demographics
cmsrv,Doing last 7 days: community or military service,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? In community or military service",Group Socio-demographics
hswrk,"Doing last 7 days: housework, looking after children, others",no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Doing housework, looking after children or other persons",Group Socio-demographics
dngoth,Doing last 7 days: other,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Other",Group Socio-demographics
dngref,Doing last 7 days: refusal,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Refusal",Group Socio-demographics
dngdk,Doing last 7 days: don't know,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Don't know",Group Socio-demographics
dngna,Doing last 7 days: no answer,no,binary,discrete,numeric-1.0,44387,0,"F17a Using this card, which of these descriptions applies to what you have been doing for the last 7 days? No answer",Group Socio-demographics
icomdng,"Interviewer code, one/more than one doing last 7 days",no,binary,discrete,numeric-1.0,44375,12,F17b INTERVIEWER CODE:,Group Socio-demographics
mainact,Main activity last 7 days,no,nominal,discrete,numeric-2.0,6006,38381,F17c And which of these descriptions best describes your situation (in the last seven days)?,Group Socio-demographics
mnactic,"Main activity, last 7 days. All respondents. Post coded",no,nominal,discrete,numeric-2.0,44254,133,F17c2 POST CODE: MAIN ACTIVITY,Group Socio-demographics
icpdwrk,"Interviewer code, respondent in paid work",no,binary,discrete,numeric-1.0,44376,11,F17d INTERVIEWER REFER TO F17a AND CODE:,Group Socio-demographics
crpdwk,Control paid work last 7 days,no,binary,discrete,numeric-1.0,20114,24273,"F18 Can I just check, did you do any paid work of an hour or more in the last seven days?",Group Socio-demographics
pdjobev,Ever had a paid job,no,binary,discrete,numeric-1.0,19200,25187,F19 Have you ever had a paid job?,Group Socio-demographics
pdjobyr,Year last in paid job,no,continuous,continuous,numeric-4.0,15022,29365,F20 In what year were you last in a paid job?,Group Socio-demographics
emplrel,Employment relation,no,nominal,discrete,numeric-1.0,40659,3728,F21 In your main job are/were you...,Group Socio-demographics
emplno,Number of employees respondent has/had,no,continuous,continuous,numeric-5.0,4669,39718,F22 How many employees (if any) do/ did you have?,Group Socio-demographics
wrkctra,Employment contract unlimited or limited duration,no,nominal,discrete,numeric-1.0,35622,8765,F23 Do/did you have a work contract of ...,Group Socio-demographics
estsz,Establishment size,no,ordinal,discrete,numeric-1.0,39443,4944,"F24 Including yourself, about how many people are/were employed at the place where you usually work/worked?",Group Socio-demographics
jbspv,Responsible for supervising other employees,no,binary,discrete,numeric-1.0,40665,3722,"F25 In your main job, do/did you have any responsibility for supervising the work of other employees?",Group Socio-demographics
njbspv,Number of people responsible for in job,no,continuous,continuous,numeric-5.0,11426,32961,F26 How many people are/were you responsible for?,Group Socio-demographics
wkdcorga,Allowed to decide how daily work is organised,no,ordinal,discrete,numeric-2.0,40502,3885,"F27-28 I am going to read out a list of things about your working life. Using this card, please say how much the management at your work allows/ allowed you... ...to decide how your own daily work is/was organised?",Group Socio-demographics
iorgact,Allowed to influence policy decisions about activities of organisation,no,ordinal,discrete,numeric-2.0,40297,4090,"F27-28 I am going to read out a list of things about your working life. Using this card, please say how much the management at your work allows/ allowed you... ...to influence policy decisions about the activities of the organisation?",Group Socio-demographics
wkhct,Total contracted hours per week in main job overtime excluded,no,continuous,continuous,numeric-3.0,36056,8331,"F29 What are/were your total 'basic' or contracted hours each week (in your main job), excluding any paid and unpaid overtime?",Group Socio-demographics
icwhct,Have a set 'basic' or contracted number of hours,no,binary,discrete,numeric-1.0,40782,3605,F29a POST CODE: Set 'basic' or contracted number of hours,Group Socio-demographics
wkhtot,Total hours normally  worked per week in main job overtime included,no,continuous,continuous,numeric-3.0,37992,6395,"F30 Regardless of your basic or contracted hours, how many hours do/ did you normally work a week (in your main job), including any paid or unpaid overtime",Group Socio-demographics
nacer2,"Industry, NACE rev.2",no,nominal,discrete,numeric-3.0,39945,4442,F31 What does/did the firm/organisation you work/worked for mainly make or do?,Group Socio-demographics
tporgwk,What type of organisation work/worked for,no,nominal,discrete,numeric-2.0,40364,4023,F32 Which of the types of organisation on this card do/did you work for?,Group Socio-demographics
isco08,"Occupation, ISCO08",no,nominal,discrete,numeric-5.0,40127,4260,"F33-34a What is/was the name or title of your main job? In your main job, what kind of work do/did you do most of the time? What training or qualifications are/were needed for the job?",Group Socio-demographics
wrkac6m,"Paid work in another country, period more than 6 months last 10 years",no,binary,discrete,numeric-1.0,40724,3663,F35 In the last 10 years have you done any paid work in another country for a period of 6 months or more?,Group Socio-demographics
uemp3m,Ever unemployed and seeking work for a period more than three months,no,binary,discrete,numeric-1.0,44169,218,F36 Have you ever been unemployed and seeking work for a period of more than three months?,Group Socio-demographics
uemp12m,Any period of unemployment and work seeking lasted 12 months or more,no,binary,discrete,numeric-1.0,12408,31979,F37 Have any of these periods lasted for 12 months or more?,Group Socio-demographics
uemp5yr,Any period of unemployment and work seeking within last 5 years,no,binary,discrete,numeric-1.0,12406,31981,F38 Have any of these periods been within the past 5 years?,Group Socio-demographics
mbtru,Member of trade union or similar organisation,no,nominal,discrete,numeric-1.0,44165,222,F39 Are you or have you ever been a member of a trade union or similar organisation?,Group Socio-demographics
hincsrca,Main source of household income,no,nominal,discrete,numeric-2.0,43694,693,F40 Please consider the income of all household members and any income which may be received by the household as a whole. What is the main source of income in your household?,Group Socio-demographics
hinctnta,"Household's total net income, all sources",no,ordinal,discrete,numeric-2.0,36445,7942,"F41 Using this card, please tell me which letter describes your household's total income, after tax and compulsory deductions, from all sources? If you don't know the exact figure, please give an estimate. Use the part of the card that you know best: weekly, monthly or annual income.",Group Socio-demographics
hincfel,Feeling about household's income nowadays,no,ordinal,discrete,numeric-1.0,43863,524,F42 Which of the descriptions on this card comes closest to how you feel about your household's income nowadays?,Group Socio-demographics
icpart3,"Interviewer code, lives with husband/wife/partner",no,binary,discrete,numeric-1.0,44208,179,F43 INTERVIEWER CODE:,Group Socio-demographics
edulvlpb,Partner's highest level of education,no,nominal,discrete,numeric-4.0,25512,18875,F44 What is the highest level of education your husband/wife/partner has successfully completed?,Group Socio-demographics
eiscedp,"Partner's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,25512,18875,"F44 Generated variable: Partner's highest level of education, ES - ISCED",Group Socio-demographics
edlvpeat,"Partner's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,1112,43275,F44AT What is the highest level of education your husband/wife/partner has successfully completed? (Austria),Group Socio-demographics
edlvpebe,"Partner's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1088,43299,F44BE What is the highes level of education your husband/wife/partner has successfully completed? (Belgium),Group Socio-demographics
edlvpdch,"Partner's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,959,43428,F44CH What is the highest level of education your husband/wife/partner has successfully completed? (Switzerland),Group Socio-demographics
edlvpdcz,"Partner's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,1248,43139,F44CZ What is the highest level of education your husband/wife/partner has successfully completed? (Czechia),Group Socio-demographics
edupbde1,"Partner's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,1785,42602,F44DE1 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 1),Group Socio-demographics
edupade2,"Partner's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,1781,42606,F44DE2 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 2),Group Socio-demographics
edupade3,"Partner's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,1779,42608,F44DE3 What is the highest level of education your husband/wife/partner has successfully completed? (Germany 3),Group Socio-demographics
edlvpdee,"Partner's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1155,43232,F44EE What is the highest level of education your husband/wife/partner has successfully completed? (Estonia),Group Socio-demographics
edlvpfes,"Partner's highest level of education, Spain",yes,nominal,discrete,numeric-4.0,1205,43182,F44ES What is the highest level of education your husband/wife/partner has successfully completed? (Spain),Group Socio-demographics
edlvpdfi,"Partner's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1185,43202,F44FI What is the highest level of education your husband/wife/partner has successfully completed? (Finland),Group Socio-demographics
edlvpdfr,"Partner's highest level of education, France",yes,nominal,discrete,numeric-4.0,1070,43317,F44FR What is the highest level of education your husband/wife/partner has successfully completed? (France),Group Socio-demographics
edupbgb1,"Partner's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,935,43452,F44GB1 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 1),Group Socio-demographics
edupagb2,"Partner's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,931,43456,F44GB2 What is the highest level of education your husband/wife/partner has successfully completed? (United Kingdom 2),Group Socio-demographics
edagepgb,"Partner's age when completed full time education, United Kingdom",yes,nominal,continuous,numeric-4.0,932,43455,F44GB3 How old was your husband/ wife/partner when they completed continuous full-time education? (United Kingdom),Group Socio-demographics
edlvpdhu,"Partner's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,891,43496,F44HU What is the highest level of education your husband/wife/partner has successfully completed? (Hungary),Group Socio-demographics
edlvpdie,"Partner's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,1467,42920,F44IE What is the highest level of education your husband/wife/partner has successfully completed? (Ireland),Group Socio-demographics
edupbil1,"Partner's highest level of education, Israeli education, Israel",yes,nominal,discrete,numeric-4.0,1612,42775,F44IL What is the highest level of education your husband/wife/partner has successfully completed? (Israel 1),Group Socio-demographics
edupail2,"Partner's highest level of education, Russian education, Israel",yes,nominal,discrete,numeric-4.0,86,44301,F44IL What is the highest level of education your husband/wife/partner has successfully completed? (Israel 2),Group Socio-demographics
edlvpdis,"Partner's highest level of education, Iceland",yes,nominal,discrete,numeric-4.0,581,43806,F44IS What is the highest level of education your husband/wife/partner has successfully completed? (Iceland),Group Socio-demographics
edlvpdit,"Partner's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,1386,43001,F44IT What is the highest level of education your husband/wife/partner has successfully completed? (Italy),Group Socio-demographics
edlvpdlt,"Partner's highest level of education, Lithuania",yes,nominal,discrete,numeric-4.0,1199,43188,F44LT What is the highest level of education your husband/wife/partner has successfully completed? (Lithuania),Group Socio-demographics
edlvpenl,"Partner's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,979,43408,F44NL What is the highest level of education your husband/wife/partner has successfully completed? (Netherlands),Group Socio-demographics
edlvpdno,"Partner's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1002,43385,F44NO What is the highest level of education your husband/wife/partner has successfully completed? (Norway),Group Socio-demographics
edlvpepl,"Partner's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1003,43384,F44PL What is the highest level of education your husband/wife/partner has successfully completed? (Poland),Group Socio-demographics
eduppl2,"Partner's tertiary education: lower or higher/single tier, Poland",yes,nominal,discrete,numeric-1.0,1014,43373,"F44PL2 Partner's tertiary education: lower or higher/single tier, Poland",Group Socio-demographics
edlvpdpt,"Partner's highest level of education, Portugal",yes,nominal,discrete,numeric-4.0,740,43647,F44PT What is the highest level of education your husband/wife/partner has successfully completed? (Portugal),Group Socio-demographics
edlvpdru,"Partner's highest level of education, Russian Federation",yes,nominal,discrete,numeric-4.0,1092,43295,F44RU What is the highest level of education your husband/wife/partner has successfully completed? (Russian Federation),Group Socio-demographics
edlvpdse,"Partner's highest level of education, Sweden",yes,nominal,discrete,numeric-4.0,1001,43386,F44SE What is the highest level of education your husband/wife/partner has successfully completed? (Sweden),Group Socio-demographics
edlvpesi,"Partner's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,838,43549,F44SI What is the highest level of education your husband/wife/partner has successfully completed? (Slovenia),Group Socio-demographics
pdwrkp,Partner doing last 7 days: paid work,no,binary,discrete,numeric-1.0,44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In paid work (or away temporarily) (employee, self- employed, working for your family business)",Group Socio-demographics
edctnp,Partner doing last 7 days: education,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In education (not paid for by employer) even if on vacation,Group Socio-demographics
uemplap,"Partner doing last 7 days: unemployed, actively looking for job",no,binary,discrete,numeric-1.0,44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed
and actively looking for a job",Group Socio-demographics
uemplip,"Partner doing last 7 days: unemployed, not actively looking for job",no,binary,discrete,numeric-1.0,44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Unemployed, wanting a job but not actively looking for a job",Group Socio-demographics
dsbldp,Partner doing last 7 days: permanently sick or disabled,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Permanently sick or disabled,Group Socio-demographics
rtrdp,Partner doing last 7 days: retired,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Retired,Group Socio-demographics
cmsrvp,Partner doing last 7 days: community or military service,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? In community or military service,Group Socio-demographics
hswrkp,"Partner doing last 7 days: housework, looking after children, others",no,binary,discrete,numeric-1.0,44387,0,"F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Doing housework, looking after children or other persons",Group Socio-demographics
dngothp,Partner doing last 7 days: other,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Other,Group Socio-demographics
dngdkp,Partner doing last 7 days: don't know,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Don't know,Group Socio-demographics
dngnapp,Partner doing last 7 days: not applicable,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Not applicable,Group Socio-demographics
dngrefp,Partner doing last 7 days: refusal,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Refusal,Group Socio-demographics
dngnap,Partner doing last 7 days: no answer,no,binary,discrete,numeric-1.0,44387,0,F45a Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? No answer,Group Socio-demographics
icomdnp,"Interviewer code, one/more than one doing partner last 7 days",no,nominal,discrete,numeric-1.0,25900,18487,F45b INTERVIEWER CODE:,Group Socio-demographics
mnactp,Partner's main activity last 7 days,no,nominal,discrete,numeric-2.0,2737,41650,F45c And which of the descriptions on this card best describes his/her situation (in the last 7 days)?,Group Socio-demographics
icppdwk,"Interviewer code, Respondents partner in paid work",no,binary,discrete,numeric-1.0,25901,18486,F45d INTERVIEWER REFER TO f45a AND CODE:,Group Socio-demographics
crpdwkp,"Partner, control paid work last 7 days",no,binary,discrete,numeric-1.0,9968,34419,"F46 Can I just check, did he/she do any paid work (of an hour or more) in the last 7 days?",Group Socio-demographics
isco08p,"Occupation partner, ISCO08",no,nominal,discrete,numeric-5.0,15762,28625,"F47-49 What is the name or title of his/ her main job? In his/her main job, what kind of work does he/she do most of the time? What training or qualifications are needed for the job?",Group Socio-demographics
emprelp,Partner's employment relation,no,nominal,discrete,numeric-1.0,15519,28868,F50 In his/her main job is he/she...,Group Socio-demographics
wkhtotp,"Hours normally worked a week in main job overtime included, partner",no,continuous,continuous,numeric-3.0,14535,29852,F51 How many hours does he/she normally work a week (in his/her main job)? Please include any paid or unpaid overtime.,Group Socio-demographics
edulvlfb,Father's highest level of education,no,nominal,discrete,numeric-4.0,39919,4468,F52 What is the highest level of education your father successfully completed?,Group Socio-demographics
eiscedf,"Father's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,39919,4468,"F52 Generated variable: Father's highest level of education, ES - ISCED",Group Socio-demographics
edlvfeat,"Father's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,1921,42466,F52AT What is the highest level of education your father successfully completed? (Austria),Group Socio-demographics
edlvfebe,"Father's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1610,42777,F52BE What is the highest level of education your father successfully completed? (Belgium),Group Socio-demographics
edlvfdch,"Father's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,1425,42962,F52CH What is the highest level of education your father successfully completed? (Switzerland),Group Socio-demographics
edlvfdcz,"Father's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,2146,42241,F52CZ What is the highest level of education your father successfully completed? (Czechia),Group Socio-demographics
edufbde1,"Father's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,2554,41833,F52DE1 What is the highest level of education your father successfully completed? (Germany 1),Group Socio-demographics
edufade2,"Father's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,2632,41755,F52DE2 What is the highest level of education your father successfully completed? (Germany 2),Group Socio-demographics
edufade3,"Father's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,2550,41837,F52DE3 What is the highest level of education your father successfully completed? (Germany 3),Group Socio-demographics
edlvfdee,"Father's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1792,42595,F52EE What is the highest level of education your father successfully completed? (Estonia),Group Socio-demographics
edlvffes,"Father's highest level of education, Spain",yes,nominal,discrete,numeric-4.0,1839,42548,F52ES What is the highest level of education your father successfully completed? (Spain),Group Socio-demographics
edlvfdfi,"Father's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1834,42553,F52FI What is the highest level of education your father successfully completed? (Finland),Group Socio-demographics
edlvfdfr,"Father's highest level of education, France",yes,nominal,discrete,numeric-4.0,1718,42669,F52FR What is the highest level of education your father successfully completed? (France),Group Socio-demographics
edufbgb1,"Father's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1621,42766,F52GB1 What is the highest level of education your father successfully completed? (United Kingdom 1),Group Socio-demographics
edufagb2,"Father's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1613,42774,F52GB2 What is the highest level of education your father successfully completed? (United Kingdom 2),Group Socio-demographics
edagefgb,"Father's age when completed full time education, United Kingdom",yes,nominal,continuous,numeric-4.0,1487,42900,F52GB3 How old was your father when he completed continuous full-time education? (United Kingdom),Group Socio-demographics
edlvfdhu,"Father's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,1467,42920,F52HU What is the highest level of education your father successfully completed? (Hungary),Group Socio-demographics
edlvfdie,"Father's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,2520,41867,F52IE What is the highest level of education your father successfully completed? (Ireland),Group Socio-demographics
edufbil1,"Father's highest level of education, Israeli education, Israel",yes,nominal,discrete,numeric-4.0,2223,42164,F52IL What is the highest level of education your father successfully completed? (Israel 1),Group Socio-demographics
edufail2,"Father's highest level of education, Russian education, Israel",yes,nominal,discrete,numeric-4.0,215,44172,F52IL What is the highest level of education your father successfully completed? (Israel 2),Group Socio-demographics
edlvfdis,"Father's highest level of education, Iceland",yes,nominal,discrete,numeric-4.0,844,43543,F52IS What is the highest level of education your father successfully completed? (Iceland),Group Socio-demographics
edlvfdit,"Father's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,2448,41939,F52IT What is the highest level of education your father successfully completed? (Italy),Group Socio-demographics
edlvfdlt,"Father's highest level of education, Lithuania",yes,nominal,discrete,numeric-4.0,1783,42604,F52LT What is the highest level of education your father successfully completed? (Lithuania),Group Socio-demographics
edlvfenl,"Father's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1481,42906,F52NL What is the highest level of education your father successfully completed? (Netherlands),Group Socio-demographics
edlvfdno,"Father's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1497,42890,F52NO What is the highest level of education your father successfully completed? (Norway),Group Socio-demographics
edlvfepl,"Father's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1548,42839,F52PL What is the highest level of education your father successfully completed? (Poland),Group Socio-demographics
edlvfdpt,"Father's highest level of education, Portugal",yes,nominal,discrete,numeric-4.0,1147,43240,F52PT What is the highest level of education your father successfully completed? (Portugal),Group Socio-demographics
edlvfdru,"Father's highest level of education, Russian Federation",yes,nominal,discrete,numeric-4.0,1965,42422,F52RU What is the highest level of education your father successfully completed? (Russian Federation),Group Socio-demographics
edlvfdse,"Father's highest level of education, Sweden",yes,nominal,discrete,numeric-4.0,1390,42997,F52SE What is the highest level of education your father successfully completed? (Sweden),Group Socio-demographics
edlvfesi,"Father's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,1244,43143,F52SI What is the highest level of education your father successfully completed? (Slovenia),Group Socio-demographics
emprf14,Father's employment status when respondent 14,no,nominal,discrete,numeric-1.0,42703,1684,"F53 When you were 14, did your father work as an employee, was he self- employed, or was he not working then?",Group Socio-demographics
occf14b,Father's occupation when respondent 14,no,nominal,discrete,numeric-2.0,37526,6861,F55 Which of the descriptions on this card best describes the sort of work he did when you were 14?,Group Socio-demographics
edulvlmb,Mother's highest level of education,no,nominal,discrete,numeric-4.0,41439,2948,F56 What is the highest level of education your mother successfully completed?,Group Socio-demographics
eiscedm,"Mother's highest level of education, ES - ISCED",yes,nominal,discrete,numeric-2.0,41439,2948,"F56 Generated variable: Mother's highest level of education, ES - ISCED",Group Socio-demographics
edlvmeat,"Mother's highest level of education, Austria",yes,nominal,discrete,numeric-4.0,1966,42421,F56AT What is the highest level of education your mother successfully completed? (Austria),Group Socio-demographics
edlvmebe,"Mother's highest level of education, Belgium",yes,nominal,discrete,numeric-4.0,1633,42754,F56BE What is the highest level of education your mother successfully completed? (Belgium),Group Socio-demographics
edlvmdch,"Mother's highest level of education, Switzerland",yes,nominal,discrete,numeric-4.0,1457,42930,F56CH What is the highest level of education your mother successfully completed? (Switzerland),Group Socio-demographics
edlvmdcz,"Mother's highest level of education, Czechia",yes,nominal,discrete,numeric-4.0,2225,42162,F56CZ What is the highest level of education your mother successfully completed? (Czechia),Group Socio-demographics
